Crime Type,Area,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Burglary,Hauz Khas,2024-11-26,06:36:23,High,Quality put scientist itself national already weight.,21,Hauz Khas PS,Clear,Evening,Police
Stalking,Greater Kailash,2023-10-30,11:15:16,Medium,Our son they American own out author perhaps hundred process.,52,Greater Kailash PS,Clear,Night,Police
Assault,Mayur Vihar,2023-05-18,14:31:41,Low,Skill instead to son during however.,62,Mayur Vihar PS,Foggy,Night,Citizen
Harassment,Greater Kailash,2024-01-15,15:53:43,Low,It he defense first firm south among mention certain.,17,Greater Kailash PS,Foggy,Afternoon,Police
Kidnapping,Saket,2023-12-09,02:06:33,Low,Day necessary deal character game like none south.,50,Saket PS,Cloudy,Evening,Police
Harassment,Rajouri Garden,2024-11-20,17:24:32,High,Drive hundred situation mission no situation center just special.,36,Rajouri Garden PS,Clear,Night,Citizen
Kidnapping,Chandni Chowk,2024-07-01,01:04:52,Medium,Capital especially see government account.,42,Chandni Chowk PS,Foggy,Evening,Police
Theft,Hauz Khas,2024-03-31,19:44:58,High,Everything us next learn seat.,57,Hauz Khas PS,Foggy,Evening,CCTV
Theft,Sarojini Nagar,2024-11-05,13:48:33,Low,Open possible friend Mr history environment west family he challenge.,52,Sarojini Nagar PS,Rainy,Afternoon,Citizen
Harassment,Rajouri Garden,2024-11-25,18:14:39,Low,Perform blue next door stock different step close ok free part.,56,Rajouri Garden PS,Clear,Afternoon,Citizen
Harassment,Hauz Khas,2024-10-10,07:01:17,Medium,Stay several bill pull bit give.,36,Hauz Khas PS,Rainy,Morning,Citizen
Kidnapping,Connaught Place,2024-05-13,20:57:41,High,Event get bag challenge investment child.,48,Connaught Place PS,Cloudy,Morning,Police
Harassment,Rohini,2024-07-16,05:45:13,High,Yeah east big different body while born enough.,29,Rohini PS,Clear,Night,CCTV
Assault,Chandni Chowk,2024-03-20,07:28:24,High,Later much various oil rise pull weight.,38,Chandni Chowk PS,Cloudy,Afternoon,Citizen
Kidnapping,Sarojini Nagar,2024-10-05,14:43:37,Medium,Tree couple political former.,19,Sarojini Nagar PS,Clear,Morning,Police
Burglary,Laxmi Nagar,2023-12-27,23:19:53,High,Almost moment prepare try finally page image.,45,Laxmi Nagar PS,Foggy,Night,Citizen
Burglary,Dwarka,2023-07-18,10:56:25,Low,By drop short market hour under keep first.,25,Dwarka PS,Cloudy,Evening,Citizen
Stalking,Janakpuri,2024-10-24,14:34:42,Low,Soon wall large quite top eye speak.,21,Janakpuri PS,Rainy,Afternoon,CCTV
Assault,Janakpuri,2023-08-20,12:42:32,Low,Risk manager last third happen everybody.,67,Janakpuri PS,Cloudy,Morning,Police
Kidnapping,Laxmi Nagar,2024-08-22,18:29:44,Medium,Force school which avoid through good local.,51,Laxmi Nagar PS,Clear,Evening,CCTV
Assault,Saket,2024-10-28,20:43:41,Medium,Some beautiful return meet middle story old south act.,50,Saket PS,Clear,Night,CCTV
Assault,Karol Bagh,2024-12-23,01:52:14,Medium,Real experience soon interesting worker language open.,19,Karol Bagh PS,Foggy,Evening,CCTV
Theft,Lajpat Nagar,2023-09-17,08:06:13,Medium,Sense can once leave make type great technology.,38,Lajpat Nagar PS,Rainy,Afternoon,CCTV
Harassment,Karol Bagh,2024-06-29,16:42:40,Low,Onto account week pressure until.,23,Karol Bagh PS,Rainy,Afternoon,Police
Theft,Chandni Chowk,2023-02-26,20:43:41,High,Trouble where important dark tree gun quite daughter that single put.,59,Chandni Chowk PS,Clear,Morning,Police
Harassment,Mayur Vihar,2024-11-18,01:10:35,Medium,Need prevent place very meeting focus out whatever.,64,Mayur Vihar PS,Foggy,Night,Citizen
Stalking,Ashok Vihar,2023-12-18,23:31:39,Medium,Break fall of us suffer trial several letter.,59,Ashok Vihar PS,Foggy,Evening,CCTV
Assault,Rajouri Garden,2024-06-10,22:14:48,Low,Score society answer throw interview else cell design sing office.,19,Rajouri Garden PS,Clear,Evening,Police
Burglary,Ashok Vihar,2024-08-15,14:23:46,High,Traditional action seek special note country fish member company.,24,Ashok Vihar PS,Clear,Afternoon,Citizen
Theft,Khan Market,2024-08-31,06:30:43,High,Worker day face per expect prevent many food rather.,29,Khan Market PS,Clear,Night,CCTV
Theft,Vasant Kunj,2023-02-18,09:39:16,Low,Sea region tree indeed million can news clearly gun air.,22,Vasant Kunj PS,Rainy,Afternoon,Police
Burglary,Paharganj,2024-06-27,03:14:39,Medium,Officer four two happen us seat behavior tax almost.,62,Paharganj PS,Foggy,Evening,CCTV
Stalking,Janakpuri,2024-12-22,07:42:25,Low,Action contain reach positive street wide.,18,Janakpuri PS,Foggy,Afternoon,Police
Burglary,Karol Bagh,2023-12-11,09:07:02,Medium,Prove laugh three ball sit reach house foreign I.,53,Karol Bagh PS,Clear,Night,Police
Kidnapping,Rohini,2024-05-09,00:06:13,Low,Lot human radio man fire item.,17,Rohini PS,Rainy,Morning,CCTV
Theft,Vasant Kunj,2024-07-30,17:25:49,Low,Serve on economy letter section hand address start prove these four.,10,Vasant Kunj PS,Clear,Morning,CCTV
Theft,Ashok Vihar,2024-05-10,03:49:39,High,Point remember by nearly against process although.,65,Ashok Vihar PS,Cloudy,Afternoon,CCTV
Stalking,Laxmi Nagar,2024-05-21,23:34:29,Low,Modern not fact account agency.,21,Laxmi Nagar PS,Rainy,Evening,Citizen
Kidnapping,Saket,2024-10-03,03:06:31,Medium,Actually civil loss role child by even protect same eat dark.,40,Saket PS,Foggy,Evening,Police
Harassment,Hauz Khas,2024-05-20,23:29:17,Medium,Interest during billion their college you.,66,Hauz Khas PS,Clear,Evening,CCTV
Assault,Dwarka,2024-12-19,08:58:40,Medium,Life have money evening free role.,44,Dwarka PS,Rainy,Evening,CCTV
Theft,Janakpuri,2025-01-28,00:03:27,High,Citizen short peace between agreement result would take.,55,Janakpuri PS,Foggy,Evening,CCTV
Theft,Connaught Place,2024-09-19,18:05:57,High,Company visit pressure whom cell professional.,11,Connaught Place PS,Clear,Afternoon,Police
Burglary,Rajouri Garden,2024-06-22,23:19:18,Medium,Bill indeed section dark a personal group even debate.,51,Rajouri Garden PS,Rainy,Night,Citizen
Stalking,Chandni Chowk,2023-05-03,20:56:24,Low,Cost instead international size kind yes challenge statement threat.,41,Chandni Chowk PS,Cloudy,Evening,CCTV
Kidnapping,Vasant Kunj,2024-04-06,18:31:03,Low,Mention line can person grow food pass south thing.,11,Vasant Kunj PS,Rainy,Night,Police
Assault,Khan Market,2024-05-01,05:54:14,Medium,Without knowledge often arm south hit modern reduce.,62,Khan Market PS,Cloudy,Morning,Citizen
Harassment,Pitampura,2024-10-26,16:01:13,Low,Organization buy author appear team keep approach world later.,28,Pitampura PS,Clear,Morning,CCTV
Stalking,Karol Bagh,2024-01-31,09:50:44,Low,Size itself glass bed newspaper leader himself mean who early.,45,Karol Bagh PS,Rainy,Night,CCTV
Harassment,Ashok Vihar,2023-05-28,22:02:56,Medium,Nothing increase evidence Mrs become too music.,47,Ashok Vihar PS,Rainy,Evening,Police
Harassment,Pitampura,2024-02-23,09:23:20,Low,Clearly position movie less catch western even present it box.,33,Pitampura PS,Rainy,Evening,CCTV
Kidnapping,Saket,2023-12-31,06:29:59,High,Price model local gun question.,46,Saket PS,Rainy,Afternoon,Police
Kidnapping,Connaught Place,2023-03-25,13:27:38,High,Film human writer become trouble moment ahead again scene.,30,Connaught Place PS,Clear,Evening,Citizen
Theft,Vasant Kunj,2024-03-19,17:23:50,Medium,Themselves plant sea star camera green seven voice watch.,61,Vasant Kunj PS,Cloudy,Afternoon,Citizen
Theft,Connaught Place,2024-05-21,23:45:49,High,Difference management top ago indeed shake job hotel expert.,42,Connaught Place PS,Clear,Afternoon,Citizen
Harassment,Paharganj,2024-03-22,08:05:45,Low,Model ever perhaps thus write but laugh.,34,Paharganj PS,Foggy,Evening,Police
Burglary,Paharganj,2024-02-08,01:33:07,High,Individual case how case determine performance themselves forward know end.,10,Paharganj PS,Rainy,Afternoon,Citizen
Assault,Ashok Vihar,2023-03-22,21:29:30,Low,Establish begin our modern season people war girl.,18,Ashok Vihar PS,Foggy,Evening,CCTV
Stalking,Vasant Kunj,2025-01-13,06:46:21,High,Your should mention make charge quickly responsibility try interesting imagine.,59,Vasant Kunj PS,Clear,Afternoon,Citizen
Assault,Dwarka,2023-05-11,13:33:11,High,From stock among sell true often speak cost contain.,23,Dwarka PS,Rainy,Afternoon,Police
Harassment,Rajouri Garden,2023-10-14,02:38:10,Low,Listen I cup much.,54,Rajouri Garden PS,Cloudy,Night,Citizen
Stalking,Chandni Chowk,2025-01-15,00:04:45,Medium,Explain through cost question tree throw.,65,Chandni Chowk PS,Cloudy,Morning,Police
Stalking,Greater Kailash,2024-06-26,06:05:24,Medium,Would raise like there majority apply.,48,Greater Kailash PS,Cloudy,Evening,CCTV
Kidnapping,Vasant Kunj,2024-06-16,23:49:55,Medium,Along defense radio foreign.,45,Vasant Kunj PS,Rainy,Morning,CCTV
Theft,Mayur Vihar,2024-09-14,18:45:03,Low,Culture major road plant participant likely yard bag image official.,28,Mayur Vihar PS,Clear,Morning,Police
Theft,Karol Bagh,2024-02-23,23:50:56,Low,Them real explain think language night yeah somebody law unit.,23,Karol Bagh PS,Clear,Evening,Citizen
Assault,Connaught Place,2023-02-17,18:53:18,Medium,Executive Mr law lawyer future town available.,21,Connaught Place PS,Clear,Evening,CCTV
Assault,Janakpuri,2023-09-10,19:08:19,Low,Front trial road education man could.,64,Janakpuri PS,Rainy,Morning,CCTV
Theft,Pitampura,2024-11-29,02:43:32,Low,Force seven station above fact rock production method bad feel own.,60,Pitampura PS,Cloudy,Night,Police
Theft,Dwarka,2023-05-30,07:17:02,High,Officer front window majority debate entire new.,57,Dwarka PS,Clear,Night,CCTV
Burglary,Rajouri Garden,2024-09-07,09:44:45,Medium,Information herself support main site fast news chance write election.,15,Rajouri Garden PS,Rainy,Evening,CCTV
Stalking,Sarojini Nagar,2024-12-21,19:51:41,Medium,Ahead without likely economy morning.,53,Sarojini Nagar PS,Clear,Afternoon,Citizen
Stalking,Rajouri Garden,2024-03-04,06:48:46,Low,General develop senior hit these market.,35,Rajouri Garden PS,Cloudy,Afternoon,CCTV
Kidnapping,Lajpat Nagar,2023-02-26,19:51:54,Low,Against box production should traditional.,63,Lajpat Nagar PS,Foggy,Evening,CCTV
Burglary,Lajpat Nagar,2023-09-18,19:19:12,Medium,Agreement American full power physical protect usually feel couple.,16,Lajpat Nagar PS,Foggy,Evening,Citizen
Stalking,Karol Bagh,2025-01-30,04:32:55,Low,Amount glass sometimes word after partner success.,12,Karol Bagh PS,Rainy,Morning,Police
Stalking,Khan Market,2023-02-28,21:47:08,Medium,Win strong yard though series.,27,Khan Market PS,Clear,Afternoon,CCTV
Assault,Chandni Chowk,2023-09-20,05:07:52,High,At quickly interesting hair role.,36,Chandni Chowk PS,Clear,Morning,Police
Stalking,Dwarka,2023-06-20,09:04:53,High,Live thus know financial market myself decision type push hundred money.,41,Dwarka PS,Foggy,Morning,Citizen
Burglary,Vasant Kunj,2023-12-28,00:46:14,Medium,Early idea on religious ok baby huge return doctor.,33,Vasant Kunj PS,Cloudy,Afternoon,Citizen
Theft,Hauz Khas,2023-04-26,00:35:29,High,Network really set explain attack early.,52,Hauz Khas PS,Rainy,Afternoon,CCTV
Theft,Saket,2024-08-12,13:05:57,Medium,Real sort number effort window fine society personal long.,54,Saket PS,Foggy,Evening,Police
Assault,Vasant Kunj,2024-01-07,10:00:51,Medium,Positive avoid accept difficult final.,68,Vasant Kunj PS,Clear,Morning,Citizen
Assault,Dwarka,2024-09-29,06:50:38,Medium,Break hot our plan instead.,36,Dwarka PS,Foggy,Evening,Police
Burglary,Rohini,2024-07-23,03:40:47,Medium,Shake remember push huge ready.,17,Rohini PS,Cloudy,Afternoon,CCTV
Kidnapping,Sarojini Nagar,2024-12-17,22:50:43,Medium,Firm from put worry yet fast quite month meet executive.,20,Sarojini Nagar PS,Cloudy,Night,CCTV
Stalking,Sarojini Nagar,2023-06-20,19:31:12,Low,Ready message situation movie ten bill low last anyone trouble main.,61,Sarojini Nagar PS,Cloudy,Night,Police
Stalking,Hauz Khas,2024-11-16,02:32:46,High,Large office option friend policy build upon.,16,Hauz Khas PS,Cloudy,Morning,Citizen
Theft,Ashok Vihar,2024-03-17,07:41:02,Medium,Whole newspaper value election network.,64,Ashok Vihar PS,Rainy,Morning,CCTV
Theft,Pitampura,2024-06-20,02:01:35,High,True stage citizen task score.,36,Pitampura PS,Rainy,Afternoon,CCTV
Kidnapping,Connaught Place,2024-04-10,22:14:07,Low,Somebody no else you low.,61,Connaught Place PS,Clear,Morning,CCTV
Kidnapping,Rajouri Garden,2024-03-30,05:48:30,Low,Ago early either always clear man.,65,Rajouri Garden PS,Cloudy,Afternoon,Police
Burglary,Janakpuri,2024-10-14,13:31:26,High,Girl former phone peace adult need discuss.,50,Janakpuri PS,Foggy,Night,Citizen
Harassment,Karol Bagh,2023-06-30,00:52:23,Low,Bill four tough dark.,55,Karol Bagh PS,Cloudy,Afternoon,CCTV
Kidnapping,Mayur Vihar,2024-06-26,11:58:39,Low,Congress item knowledge again always thing.,48,Mayur Vihar PS,Foggy,Morning,Citizen
Theft,Ashok Vihar,2023-10-27,11:00:58,Medium,Others news energy always attorney adult gas wear machine color.,29,Ashok Vihar PS,Clear,Evening,CCTV
Harassment,Vasant Kunj,2023-04-18,23:35:53,Medium,Assume fill could usually within option sell fine others wall successful.,24,Vasant Kunj PS,Cloudy,Night,Citizen
Kidnapping,Greater Kailash,2023-07-29,13:28:42,High,Performance maybe newspaper finish.,24,Greater Kailash PS,Cloudy,Evening,Citizen
Burglary,Pitampura,2024-12-10,18:56:28,High,Gun involve during close people lead day whole east argue.,19,Pitampura PS,Rainy,Night,Citizen
Assault,Saket,2023-08-26,00:29:49,High,Theory whole meet method young serve.,42,Saket PS,Cloudy,Evening,Police
Stalking,Pitampura,2023-03-20,01:38:50,High,Large movement speech about focus.,64,Pitampura PS,Foggy,Morning,Citizen
Stalking,Connaught Place,2023-09-17,04:06:42,High,Art light really why firm onto every word.,60,Connaught Place PS,Clear,Morning,Police
Assault,Vasant Kunj,2024-10-09,07:11:23,Low,Mean big current floor agree guess laugh crime fight.,20,Vasant Kunj PS,Clear,Night,Police
Harassment,Khan Market,2024-04-05,09:58:19,High,Board activity less agree crime mean interesting scientist.,61,Khan Market PS,Rainy,Morning,CCTV
Stalking,Pitampura,2024-03-24,17:26:26,High,Bit car him yourself hot Mrs per scientist.,59,Pitampura PS,Rainy,Evening,Police
Burglary,Janakpuri,2023-09-06,04:43:31,High,Without member day between score for water single voice.,58,Janakpuri PS,Cloudy,Evening,CCTV
Theft,Pitampura,2024-04-28,06:53:55,High,Tree share tree political interesting.,56,Pitampura PS,Foggy,Night,Citizen
Kidnapping,Khan Market,2024-02-08,22:24:06,High,Whom employee officer admit nearly law fall fill serve.,39,Khan Market PS,Rainy,Night,CCTV
Kidnapping,Ashok Vihar,2023-05-15,06:33:56,Low,Interest help coach often thing bed.,67,Ashok Vihar PS,Foggy,Morning,Citizen
Theft,Karol Bagh,2023-12-24,09:35:50,High,Spring property organization look ability language.,40,Karol Bagh PS,Foggy,Night,Citizen
Burglary,Saket,2024-04-02,02:44:34,High,Season happy film within travel better evening drive rise.,26,Saket PS,Clear,Night,CCTV
Burglary,Greater Kailash,2024-04-25,22:35:22,High,Success kid follow score half.,45,Greater Kailash PS,Foggy,Morning,CCTV
Stalking,Khan Market,2024-02-27,09:15:54,Low,Similar prevent war scientist impact.,28,Khan Market PS,Rainy,Night,Citizen
Kidnapping,Karol Bagh,2023-12-19,07:07:50,High,Dinner free animal member condition.,55,Karol Bagh PS,Rainy,Evening,Citizen
Assault,Saket,2024-11-18,05:53:15,Medium,Seem people many must one wrong reason however.,21,Saket PS,Foggy,Afternoon,Citizen
Stalking,Ashok Vihar,2024-08-16,22:09:07,Medium,Generation defense reason budget create just manager nice.,17,Ashok Vihar PS,Clear,Night,CCTV
Harassment,Connaught Place,2023-07-05,08:33:11,Low,List full player beautiful kind light for.,31,Connaught Place PS,Rainy,Afternoon,Citizen
Kidnapping,Greater Kailash,2023-02-21,15:01:09,Low,Officer real rich control moment store.,57,Greater Kailash PS,Cloudy,Morning,Citizen
Assault,Karol Bagh,2023-08-24,23:48:50,Low,Model store gun seven should certain performance.,60,Karol Bagh PS,Cloudy,Afternoon,Citizen
Kidnapping,Pitampura,2025-01-04,22:36:40,Medium,Anything myself accept share decision far listen TV.,68,Pitampura PS,Rainy,Morning,CCTV
Stalking,Chandni Chowk,2023-10-03,09:26:40,High,Data carry both either yeah Republican here character happen.,51,Chandni Chowk PS,Foggy,Afternoon,Citizen
Assault,Karol Bagh,2023-06-20,03:58:42,Medium,Congress realize order cut behavior.,53,Karol Bagh PS,Foggy,Afternoon,CCTV
Harassment,Sarojini Nagar,2024-10-15,12:02:10,Low,Particular box practice specific south consider few share hot above.,16,Sarojini Nagar PS,Cloudy,Night,Citizen
Kidnapping,Khan Market,2025-01-02,14:35:09,Medium,Account decide whole south issue often expert strong still interest.,29,Khan Market PS,Foggy,Afternoon,Police
Harassment,Okhla,2024-10-17,01:13:19,High,Production walk writer note.,50,Okhla PS,Rainy,Afternoon,Citizen
Burglary,Laxmi Nagar,2023-04-01,08:01:19,Medium,Whole three soon decide college but past some.,55,Laxmi Nagar PS,Rainy,Evening,CCTV
Burglary,Saket,2024-01-14,18:10:20,High,Suggest financial mission through despite range training writer fear.,37,Saket PS,Foggy,Afternoon,CCTV
Assault,Sarojini Nagar,2023-05-08,21:45:34,High,Physical west and cultural send road accept including oil.,41,Sarojini Nagar PS,Clear,Evening,Police
Kidnapping,Okhla,2023-02-10,18:42:01,Low,Provide military set thus floor cup turn appear.,58,Okhla PS,Rainy,Morning,Police
Kidnapping,Greater Kailash,2023-04-03,13:36:40,High,Through put mention lawyer.,24,Greater Kailash PS,Foggy,Night,Citizen
Harassment,Chandni Chowk,2023-08-09,10:08:19,Medium,Among parent pass power they light social future pressure.,38,Chandni Chowk PS,Foggy,Afternoon,Citizen
Theft,Khan Market,2024-10-28,20:43:37,High,Produce he several outside.,64,Khan Market PS,Foggy,Morning,CCTV
Burglary,Paharganj,2023-07-26,03:43:05,Low,Build interview from way street.,26,Paharganj PS,Clear,Evening,Police
Stalking,Paharganj,2024-02-12,14:28:19,High,Old part white brother else stop administration.,27,Paharganj PS,Clear,Morning,CCTV
Stalking,Paharganj,2024-03-27,17:06:10,Medium,Fast technology response green once throw sing man condition responsibility.,16,Paharganj PS,Foggy,Morning,Police
Assault,Paharganj,2025-01-14,13:49:01,Medium,President fall like field although top.,45,Paharganj PS,Cloudy,Morning,Police
Harassment,Rajouri Garden,2023-12-14,22:13:26,Low,Writer agree arm study.,18,Rajouri Garden PS,Cloudy,Morning,CCTV
Burglary,Dwarka,2024-12-15,19:14:01,Low,Both board worry father serious remember other.,14,Dwarka PS,Clear,Night,Police
Assault,Lajpat Nagar,2023-05-09,18:43:35,Medium,Imagine stand beautiful understand garden woman wish.,41,Lajpat Nagar PS,Foggy,Night,Citizen
Kidnapping,Paharganj,2024-07-18,10:04:10,High,Scene past friend write dark stop ball.,27,Paharganj PS,Foggy,Afternoon,CCTV
Harassment,Rajouri Garden,2024-04-30,09:29:24,Medium,Worry ok option phone party sister those teach suggest.,24,Rajouri Garden PS,Foggy,Morning,CCTV
Assault,Dwarka,2023-08-30,09:54:50,Medium,Poor begin name form list tonight.,58,Dwarka PS,Foggy,Afternoon,Police
Assault,Hauz Khas,2024-11-09,01:06:36,High,Either goal image nor hundred thousand try think.,16,Hauz Khas PS,Foggy,Night,CCTV
Theft,Rohini,2023-12-16,03:58:52,High,Large station toward commercial role democratic.,21,Rohini PS,Foggy,Afternoon,CCTV
Harassment,Mayur Vihar,2023-03-06,19:05:16,Low,Dog may seven American him technology I claim position four.,16,Mayur Vihar PS,Cloudy,Night,CCTV
Kidnapping,Laxmi Nagar,2024-01-13,00:15:53,Medium,Situation church pay mention exactly service hotel particular.,37,Laxmi Nagar PS,Cloudy,Afternoon,Police
Kidnapping,Ashok Vihar,2025-01-04,20:59:42,Low,Six director dark color piece eat focus.,24,Ashok Vihar PS,Cloudy,Afternoon,Police
Assault,Pitampura,2023-09-01,15:59:17,High,Sport work off good bring.,42,Pitampura PS,Clear,Afternoon,Police
Harassment,Dwarka,2024-10-04,14:49:10,High,Yeah people high write act claim how daughter nor.,11,Dwarka PS,Clear,Morning,Police
Kidnapping,Rohini,2023-11-29,07:16:57,High,It high yeah guess finally or town call you big.,34,Rohini PS,Cloudy,Evening,Police
Harassment,Dwarka,2024-08-20,12:24:44,Medium,Director run record democratic understand personal instead nor education world.,45,Dwarka PS,Clear,Afternoon,Police
Burglary,Greater Kailash,2024-10-16,17:37:59,Low,Animal its its show event outside center measure.,20,Greater Kailash PS,Clear,Morning,CCTV
Kidnapping,Laxmi Nagar,2024-02-05,06:25:54,Medium,Art exactly memory very name reality.,25,Laxmi Nagar PS,Cloudy,Night,CCTV
Burglary,Rajouri Garden,2024-06-24,11:21:15,Medium,There green spring let those market.,13,Rajouri Garden PS,Rainy,Morning,CCTV
Stalking,Chandni Chowk,2025-01-29,17:51:50,Medium,Generation into toward late after hear reflect begin southern production.,43,Chandni Chowk PS,Rainy,Night,CCTV
Harassment,Connaught Place,2024-12-28,12:30:40,Low,Magazine guy admit movement white.,33,Connaught Place PS,Clear,Morning,Citizen
Stalking,Hauz Khas,2023-10-24,12:36:17,High,Head speech ahead appear seat form group perform man majority.,18,Hauz Khas PS,Rainy,Morning,Citizen
Assault,Laxmi Nagar,2023-03-04,04:25:10,Medium,Born set democratic structure bill southern.,19,Laxmi Nagar PS,Foggy,Evening,Police
Theft,Pitampura,2024-04-05,04:23:29,High,Doctor project sing film full public happen particularly.,25,Pitampura PS,Cloudy,Afternoon,Citizen
Harassment,Pitampura,2023-04-05,12:26:28,High,Entire yeah short worry painting business fine major evidence herself.,49,Pitampura PS,Foggy,Afternoon,Police
Stalking,Greater Kailash,2023-09-08,00:38:12,High,Reality thank nice age house writer late air level minute.,47,Greater Kailash PS,Clear,Afternoon,Citizen
Kidnapping,Rajouri Garden,2024-06-04,12:02:09,Low,Baby new stand feeling particularly enough set capital citizen.,27,Rajouri Garden PS,Rainy,Afternoon,Police
Stalking,Lajpat Nagar,2024-01-11,19:10:19,Low,Television chair partner choice project.,21,Lajpat Nagar PS,Clear,Night,Police
Burglary,Karol Bagh,2024-06-07,08:34:27,High,Song even green push up strategy memory full third.,39,Karol Bagh PS,Rainy,Morning,CCTV
Assault,Ashok Vihar,2024-06-07,15:21:44,Low,Star father everyone include event wear think like toward.,13,Ashok Vihar PS,Cloudy,Evening,CCTV
Harassment,Laxmi Nagar,2023-03-02,10:08:58,High,Shoulder claim short ago.,19,Laxmi Nagar PS,Clear,Evening,Citizen
Kidnapping,Rajouri Garden,2023-07-11,03:21:03,Low,Interesting second watch against find likely design tend great.,13,Rajouri Garden PS,Cloudy,Night,CCTV
Kidnapping,Ashok Vihar,2024-12-26,18:51:40,Low,Start hour agreement suggest stay best.,19,Ashok Vihar PS,Cloudy,Afternoon,Police
Kidnapping,Lajpat Nagar,2024-11-23,21:24:40,Low,Protect way huge when mission prove.,31,Lajpat Nagar PS,Clear,Afternoon,Citizen
Theft,Hauz Khas,2024-11-09,01:26:32,Medium,Site parent school young consider size with partner.,59,Hauz Khas PS,Cloudy,Morning,Police
Burglary,Mayur Vihar,2023-11-27,02:12:18,High,Lay finish chair but on.,53,Mayur Vihar PS,Rainy,Evening,CCTV
Burglary,Rajouri Garden,2024-09-07,15:45:13,High,Court own those live government offer and threat nice suggest.,18,Rajouri Garden PS,Foggy,Morning,CCTV
Assault,Janakpuri,2024-11-24,12:15:39,Low,Stay sea long than no relationship health show.,48,Janakpuri PS,Foggy,Evening,Police
Harassment,Mayur Vihar,2025-01-18,22:40:29,High,Full writer outside maintain cost you put.,70,Mayur Vihar PS,Foggy,Morning,Police
Assault,Lajpat Nagar,2024-09-21,10:00:01,High,Would learn once television receive degree.,33,Lajpat Nagar PS,Cloudy,Afternoon,Citizen
Stalking,Hauz Khas,2023-06-13,11:24:30,High,Dream expert among and peace always operation parent score.,35,Hauz Khas PS,Cloudy,Evening,CCTV
Stalking,Rohini,2024-11-17,06:25:33,Low,Site instead toward live trouble.,23,Rohini PS,Rainy,Morning,CCTV
Theft,Laxmi Nagar,2024-10-02,13:49:24,Low,Road young wind history step break push debate knowledge fact.,61,Laxmi Nagar PS,Clear,Night,CCTV
Burglary,Karol Bagh,2023-06-17,14:16:00,High,White have none center almost opportunity either on require space.,27,Karol Bagh PS,Cloudy,Evening,CCTV
Theft,Lajpat Nagar,2023-07-23,10:07:25,High,Pay training popular music region.,32,Lajpat Nagar PS,Clear,Evening,Police
Kidnapping,Karol Bagh,2024-01-21,15:48:58,Medium,Reach will own industry reflect where social price according.,32,Karol Bagh PS,Rainy,Night,Citizen
Kidnapping,Laxmi Nagar,2024-10-21,13:17:42,High,Project might evidence and car.,61,Laxmi Nagar PS,Foggy,Evening,CCTV
Burglary,Mayur Vihar,2024-02-24,16:56:10,Low,Million never window senior kind week.,57,Mayur Vihar PS,Clear,Evening,CCTV
Theft,Mayur Vihar,2023-12-30,06:38:02,High,Discover live coach production sister fight feeling far.,66,Mayur Vihar PS,Rainy,Night,Citizen
Kidnapping,Greater Kailash,2023-04-04,09:12:01,Medium,Present under reduce without why treat.,14,Greater Kailash PS,Rainy,Evening,Citizen
Theft,Okhla,2023-05-31,19:24:53,High,Live hear camera recently involve team.,28,Okhla PS,Foggy,Morning,CCTV
Stalking,Hauz Khas,2024-02-29,05:05:29,Medium,Idea five join sport you peace loss.,41,Hauz Khas PS,Clear,Evening,Police
Theft,Karol Bagh,2024-01-24,09:58:41,High,Focus away size soon property can surface financial.,36,Karol Bagh PS,Cloudy,Afternoon,Police
Theft,Mayur Vihar,2023-05-22,05:07:59,Low,West future moment he red them gas world consumer.,43,Mayur Vihar PS,Cloudy,Evening,Citizen
Burglary,Connaught Place,2023-08-31,00:22:59,Low,Partner organization prevent source hour material.,11,Connaught Place PS,Rainy,Afternoon,Police
Burglary,Pitampura,2024-04-27,14:02:27,Low,Find understand represent clear station.,30,Pitampura PS,Cloudy,Morning,Police
Harassment,Sarojini Nagar,2024-03-16,02:58:01,Medium,Effect trial all usually animal country charge though particular partner.,42,Sarojini Nagar PS,Cloudy,Night,CCTV
Kidnapping,Rajouri Garden,2024-01-08,04:04:33,High,Guess begin wait partner culture for sort personal know sea.,32,Rajouri Garden PS,Foggy,Evening,Citizen
Kidnapping,Chandni Chowk,2023-07-26,08:54:53,Low,Term quite American east big wonder pattern likely.,52,Chandni Chowk PS,Cloudy,Afternoon,CCTV
Kidnapping,Laxmi Nagar,2023-11-04,05:46:26,High,Agree manage memory really know artist middle see soon.,46,Laxmi Nagar PS,Foggy,Night,Police
Stalking,Hauz Khas,2025-01-29,01:44:06,Medium,Price produce black could than.,37,Hauz Khas PS,Clear,Night,Citizen
Harassment,Okhla,2024-03-04,16:05:16,High,Long laugh here firm team agree degree including figure effort.,52,Okhla PS,Clear,Evening,CCTV
Theft,Dwarka,2024-10-17,00:43:50,Medium,Rest black ability summer situation say easy.,54,Dwarka PS,Clear,Afternoon,CCTV
Stalking,Chandni Chowk,2023-04-16,05:52:21,Medium,Way head family stay out cultural.,17,Chandni Chowk PS,Clear,Night,Police
Harassment,Chandni Chowk,2023-09-21,23:37:41,Low,Product blue always event.,14,Chandni Chowk PS,Foggy,Morning,Police
Theft,Lajpat Nagar,2024-11-16,22:52:09,High,Mrs property wear ask rather.,55,Lajpat Nagar PS,Rainy,Night,CCTV
