id,text,location,date,sentiment
1514,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-05-31,Neutral
1515,Recent survey shows rising fear among women in Delhi.,Chandni Chowk,2023-03-10,Negative
1516,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-01-29,Positive
1517,Public transport usage among women has remained stable this year.,Connaught Place,2023-09-13,Neutral
1518,Lack of proper street lighting makes Chandni Chowk unsafe.,Hauz Khas,2023-06-19,Negative
1519,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-07-26,Neutral
1520,New mobile app helps women report harassment instantly.,Lajpat Nagar,2023-01-06,Positive
1521,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-12-13,Neutral
1522,Recent survey shows rising fear among women in Delhi.,Kalkaji,2023-11-06,Negative
1523,Delhi police launches new helpline for women safety.,Saket,2023-10-15,Positive
1524,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-05-12,Neutral
1525,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rajouri Garden,2023-07-09,Positive
1526,Lack of proper street lighting makes Chandni Chowk unsafe.,Pitampura,2023-10-15,Negative
1527,Delhi police launches new helpline for women safety.,Saket,2023-02-22,Positive
1528,Women feel unsafe walking alone at night in Rajouri Garden.,Rajouri Garden,2023-10-13,Negative
1529,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-08-03,Neutral
1530,Public transport usage among women has remained stable this year.,Kalkaji,2023-03-29,Neutral
1531,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-01-07,Neutral
1532,Women safety measures were discussed in the Delhi Assembly.,Greater Kailash,2023-09-09,Neutral
1533,Women safety measures were discussed in the Delhi Assembly.,Saket,2023-06-11,Neutral
1534,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-04-21,Neutral
1535,Another case of harassment reported near Saket metro station.,Rohini,2023-03-01,Negative
1536,Recent survey shows rising fear among women in Delhi.,Lajpat Nagar,2023-12-21,Negative
1537,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-04-07,Negative
1538,Increased patrolling has reduced crime rates in Karol Bagh.,Pitampura,2023-11-07,Positive
1539,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-07-26,Neutral
1540,Women safety measures were discussed in the Delhi Assembly.,Greater Kailash,2023-04-19,Neutral
1541,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-09-10,Negative
1542,Public transport usage among women has remained stable this year.,Mayur Vihar,2023-02-14,Neutral
1543,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-09-03,Neutral
1544,Women feel unsafe walking alone at night in Rajouri Garden.,Chandni Chowk,2023-04-28,Negative
1545,The metro is the preferred mode of transport for women in Delhi.,Hauz Khas,2023-04-30,Neutral
1546,Women feel unsafe walking alone at night in Rajouri Garden.,Dwarka,2023-08-08,Negative
1547,Police response to complaints in Rohini remains slow.,Nehru Place,2023-10-13,Negative
1548,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-10-09,Neutral
1549,Police response to complaints in Rohini remains slow.,Vasant Kunj,2023-12-21,Negative
1550,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-09-11,Positive
1551,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-11-27,Negative
1552,NGOs held an awareness campaign in Connaught Place.,Mayur Vihar,2023-04-09,Neutral
1553,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-11-24,Negative
1554,More street lights installed in Dwarka to improve safety.,Hauz Khas,2023-02-15,Positive
1555,Lack of proper street lighting makes Chandni Chowk unsafe.,Lajpat Nagar,2023-11-14,Negative
1556,Public transport usage among women has remained stable this year.,Connaught Place,2023-01-04,Neutral
1557,Police response to complaints in Rohini remains slow.,Connaught Place,2023-11-13,Negative
1558,New mobile app helps women report harassment instantly.,Dwarka,2023-10-06,Positive
1559,Recent survey shows rising fear among women in Delhi.,Chandni Chowk,2023-01-21,Negative
1560,Women feel unsafe walking alone at night in Rajouri Garden.,Rajouri Garden,2023-11-09,Negative
1561,Public transport usage among women has remained stable this year.,Saket,2023-12-16,Neutral
1562,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-11-09,Neutral
1563,The metro is the preferred mode of transport for women in Delhi.,Nehru Place,2023-10-28,Neutral
1564,The metro is the preferred mode of transport for women in Delhi.,Rajouri Garden,2023-02-21,Neutral
1565,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-03-15,Neutral
1566,Lack of proper street lighting makes Chandni Chowk unsafe.,Hauz Khas,2023-09-04,Negative
1567,Public transport usage among women has remained stable this year.,Hauz Khas,2023-07-21,Neutral
1568,Lack of proper street lighting makes Chandni Chowk unsafe.,Vasant Kunj,2023-05-01,Negative
1569,Public transport usage among women has remained stable this year.,Dwarka,2023-03-08,Neutral
1570,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-07-12,Positive
1571,Public transport usage among women has remained stable this year.,Connaught Place,2023-10-18,Neutral
1572,Increased patrolling has reduced crime rates in Karol Bagh.,Dwarka,2023-06-04,Positive
1573,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-08-23,Negative
1574,Increased patrolling has reduced crime rates in Karol Bagh.,Pitampura,2023-01-11,Positive
1575,Delhi police launches new helpline for women safety.,Hauz Khas,2023-08-25,Positive
1576,More street lights installed in Dwarka to improve safety.,Vasant Kunj,2023-12-27,Positive
1577,Lack of proper street lighting makes Chandni Chowk unsafe.,Connaught Place,2023-10-18,Negative
1578,The metro is the preferred mode of transport for women in Delhi.,Greater Kailash,2023-02-03,Neutral
1579,Self-defense workshops for women are gaining popularity in Hauz Khas.,Greater Kailash,2023-12-21,Positive
1580,Police response to complaints in Rohini remains slow.,Rohini,2023-08-01,Negative
1581,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-06-08,Neutral
1582,Lack of proper street lighting makes Chandni Chowk unsafe.,Saket,2023-10-12,Negative
1583,Public transport usage among women has remained stable this year.,Dwarka,2023-05-11,Neutral
1584,Recent survey shows rising fear among women in Delhi.,Mayur Vihar,2023-12-28,Negative
1585,Recent survey shows rising fear among women in Delhi.,Nehru Place,2023-11-09,Negative
1586,Delhi police launches new helpline for women safety.,Mayur Vihar,2023-11-06,Positive
1587,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-06-26,Neutral
1588,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rajouri Garden,2023-01-13,Positive
1589,Traffic congestion continues to be an issue across Delhi.,Hauz Khas,2023-03-13,Neutral
1590,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-04-06,Neutral
1591,Recent survey shows rising fear among women in Delhi.,Hauz Khas,2023-05-02,Negative
1592,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-10-07,Neutral
1593,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-10-03,Neutral
1594,Police response to complaints in Rohini remains slow.,Pitampura,2023-02-23,Negative
1595,Police response to complaints in Rohini remains slow.,Vasant Kunj,2023-06-25,Negative
1596,Women feel unsafe walking alone at night in Rajouri Garden.,Connaught Place,2023-08-20,Negative
1597,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-05-07,Neutral
1598,Self-defense workshops for women are gaining popularity in Hauz Khas.,Kalkaji,2023-12-12,Positive
1599,Recent survey shows rising fear among women in Delhi.,Connaught Place,2023-08-19,Negative
1600,Traffic congestion continues to be an issue across Delhi.,Rohini,2023-09-05,Neutral
1601,Recent survey shows rising fear among women in Delhi.,Rohini,2023-02-28,Negative
1602,Delhi police launches new helpline for women safety.,Connaught Place,2023-09-23,Positive
1603,More street lights installed in Dwarka to improve safety.,Kalkaji,2023-08-11,Positive
1604,Women safety measures were discussed in the Delhi Assembly.,Connaught Place,2023-02-27,Neutral
1605,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-07-31,Negative
1606,Increased patrolling has reduced crime rates in Karol Bagh.,Lajpat Nagar,2023-10-21,Positive
1607,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-07-27,Neutral
1608,Public transport usage among women has remained stable this year.,Karol Bagh,2023-04-19,Neutral
1609,More street lights installed in Dwarka to improve safety.,Mayur Vihar,2023-06-08,Positive
1610,Women feel unsafe walking alone at night in Rajouri Garden.,Rohini,2024-01-01,Negative
1611,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-07-27,Neutral
1612,Increased patrolling has reduced crime rates in Karol Bagh.,Rohini,2023-07-01,Positive
1613,New mobile app helps women report harassment instantly.,Mayur Vihar,2023-04-24,Positive
1614,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-04-23,Negative
1615,New mobile app helps women report harassment instantly.,Saket,2023-02-03,Positive
1616,Recent survey shows rising fear among women in Delhi.,Saket,2023-01-21,Negative
1617,The metro is the preferred mode of transport for women in Delhi.,Vasant Kunj,2023-11-26,Neutral
1618,New mobile app helps women report harassment instantly.,Kalkaji,2023-05-06,Positive
1619,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-01-09,Neutral
1620,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-05-01,Neutral
1621,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-09-21,Neutral
1622,Public transport usage among women has remained stable this year.,Nehru Place,2023-08-17,Neutral
1623,Recent survey shows rising fear among women in Delhi.,Rajouri Garden,2023-12-12,Negative
1624,Self-defense workshops for women are gaining popularity in Hauz Khas.,Saket,2023-02-23,Positive
1625,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-04-23,Positive
1626,NGOs held an awareness campaign in Connaught Place.,Nehru Place,2023-05-29,Neutral
1627,Women safety measures were discussed in the Delhi Assembly.,Connaught Place,2023-05-31,Neutral
1628,Delhi police launches new helpline for women safety.,Pitampura,2023-04-29,Positive
1629,Public transport usage among women has remained stable this year.,Kalkaji,2023-08-02,Neutral
1630,Another case of harassment reported near Saket metro station.,Rajouri Garden,2023-04-07,Negative
1631,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-10-21,Neutral
1632,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-12-14,Negative
1633,Lack of proper street lighting makes Chandni Chowk unsafe.,Kalkaji,2023-07-17,Negative
1634,Lack of proper street lighting makes Chandni Chowk unsafe.,Rajouri Garden,2023-11-08,Negative
1635,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-08-20,Neutral
1636,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-06-30,Negative
1637,Public transport usage among women has remained stable this year.,Kalkaji,2023-03-26,Neutral
1638,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-06-18,Neutral
1639,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-12-03,Negative
1640,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-05-02,Neutral
1641,Public transport usage among women has remained stable this year.,Mayur Vihar,2023-09-11,Neutral
1642,Women feel unsafe walking alone at night in Rajouri Garden.,Connaught Place,2023-04-04,Negative
1643,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-07-19,Negative
1644,More street lights installed in Dwarka to improve safety.,Karol Bagh,2023-07-25,Positive
1645,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-11-15,Neutral
1646,Traffic congestion continues to be an issue across Delhi.,Mayur Vihar,2023-02-22,Neutral
1647,Delhi police launches new helpline for women safety.,Kalkaji,2023-09-18,Positive
1648,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-09-02,Neutral
1649,Traffic congestion continues to be an issue across Delhi.,Lajpat Nagar,2023-01-07,Neutral
1650,Public transport usage among women has remained stable this year.,Kalkaji,2023-10-19,Neutral
1651,Police response to complaints in Rohini remains slow.,Connaught Place,2023-02-05,Negative
1652,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-11-06,Neutral
1653,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-03-08,Positive
1654,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-06-25,Positive
1655,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-07-21,Positive
1656,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-01-02,Negative
1657,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-05-05,Neutral
1658,Women feel unsafe walking alone at night in Rajouri Garden.,Karol Bagh,2023-08-19,Negative
1659,Police response to complaints in Rohini remains slow.,Rohini,2023-10-17,Negative
1660,Self-defense workshops for women are gaining popularity in Hauz Khas.,Connaught Place,2023-05-06,Positive
1661,Recent survey shows rising fear among women in Delhi.,Kalkaji,2023-04-07,Negative
1662,More street lights installed in Dwarka to improve safety.,Kalkaji,2023-04-26,Positive
1663,Police response to complaints in Rohini remains slow.,Rohini,2023-11-15,Negative
1664,Increased patrolling has reduced crime rates in Karol Bagh.,Karol Bagh,2023-01-06,Positive
1665,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-08-14,Neutral
1666,Delhi police launches new helpline for women safety.,Lajpat Nagar,2023-04-06,Positive
1667,Traffic congestion continues to be an issue across Delhi.,Greater Kailash,2023-11-16,Neutral
1668,New mobile app helps women report harassment instantly.,Nehru Place,2023-05-16,Positive
1669,Traffic congestion continues to be an issue across Delhi.,Greater Kailash,2023-09-20,Neutral
1670,NGOs held an awareness campaign in Connaught Place.,Connaught Place,2023-03-14,Neutral
1671,Delhi police launches new helpline for women safety.,Dwarka,2023-03-21,Positive
1672,More street lights installed in Dwarka to improve safety.,Mayur Vihar,2023-01-23,Positive
1673,Delhi police launches new helpline for women safety.,Kalkaji,2023-02-04,Positive
1674,More street lights installed in Dwarka to improve safety.,Mayur Vihar,2023-01-22,Positive
1675,Women feel unsafe walking alone at night in Rajouri Garden.,Kalkaji,2023-08-26,Negative
1676,NGOs held an awareness campaign in Connaught Place.,Mayur Vihar,2023-05-16,Neutral
1677,Police response to complaints in Rohini remains slow.,Nehru Place,2023-09-25,Negative
1678,Lack of proper street lighting makes Chandni Chowk unsafe.,Kalkaji,2023-10-31,Negative
1679,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-10-16,Negative
1680,The metro is the preferred mode of transport for women in Delhi.,Pitampura,2023-07-25,Neutral
1681,Police response to complaints in Rohini remains slow.,Saket,2023-04-18,Negative
1682,Women feel unsafe walking alone at night in Rajouri Garden.,Pitampura,2023-09-05,Negative
1683,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-05-01,Negative
1684,Police response to complaints in Rohini remains slow.,Lajpat Nagar,2023-08-31,Negative
1685,Delhi police launches new helpline for women safety.,Karol Bagh,2023-12-08,Positive
1686,New mobile app helps women report harassment instantly.,Pitampura,2023-10-14,Positive
1687,Public transport usage among women has remained stable this year.,Hauz Khas,2023-12-25,Neutral
1688,Women safety measures were discussed in the Delhi Assembly.,Rajouri Garden,2023-05-30,Neutral
1689,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-03-24,Positive
1690,Increased patrolling has reduced crime rates in Karol Bagh.,Mayur Vihar,2023-10-17,Positive
1691,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-11-12,Negative
1692,Another case of harassment reported near Saket metro station.,Pitampura,2023-08-02,Negative
1693,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-10-23,Neutral
1694,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-11-26,Negative
1695,The metro is the preferred mode of transport for women in Delhi.,Hauz Khas,2023-08-23,Neutral
1696,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rajouri Garden,2023-11-26,Positive
1697,Recent survey shows rising fear among women in Delhi.,Chandni Chowk,2023-10-03,Negative
1698,NGOs held an awareness campaign in Connaught Place.,Saket,2023-05-17,Neutral
1699,Women safety measures were discussed in the Delhi Assembly.,Connaught Place,2023-09-07,Neutral
1700,Delhi police launches new helpline for women safety.,Hauz Khas,2023-06-14,Positive
1701,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-12-31,Neutral
1702,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-04-29,Neutral
1703,Lack of proper street lighting makes Chandni Chowk unsafe.,Dwarka,2023-12-02,Negative
1704,Another case of harassment reported near Saket metro station.,Lajpat Nagar,2023-09-05,Negative
1705,Traffic congestion continues to be an issue across Delhi.,Hauz Khas,2023-12-23,Neutral
1706,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-07-24,Positive
1707,Delhi police launches new helpline for women safety.,Vasant Kunj,2023-03-19,Positive
1708,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-09-28,Positive
1709,Increased patrolling has reduced crime rates in Karol Bagh.,Connaught Place,2023-07-17,Positive
1710,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rajouri Garden,2023-06-24,Positive
1711,Delhi police launches new helpline for women safety.,Mayur Vihar,2023-07-06,Positive
1712,NGOs held an awareness campaign in Connaught Place.,Greater Kailash,2023-11-10,Neutral
1713,Lack of proper street lighting makes Chandni Chowk unsafe.,Dwarka,2023-11-21,Negative
1714,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-07-17,Negative
1715,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-09-11,Negative
1716,Increased patrolling has reduced crime rates in Karol Bagh.,Connaught Place,2023-10-22,Positive
1717,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-10-21,Negative
1718,Delhi police launches new helpline for women safety.,Saket,2023-04-15,Positive
1719,New mobile app helps women report harassment instantly.,Rohini,2023-11-28,Positive
1720,Self-defense workshops for women are gaining popularity in Hauz Khas.,Hauz Khas,2023-11-23,Positive
1721,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-08-15,Neutral
1722,Traffic congestion continues to be an issue across Delhi.,Kalkaji,2023-04-28,Neutral
1723,Delhi police launches new helpline for women safety.,Mayur Vihar,2023-09-22,Positive
1724,Traffic congestion continues to be an issue across Delhi.,Lajpat Nagar,2023-01-06,Neutral
1725,Delhi police launches new helpline for women safety.,Karol Bagh,2023-04-28,Positive
1726,Women safety measures were discussed in the Delhi Assembly.,Hauz Khas,2023-10-27,Neutral
1727,Traffic congestion continues to be an issue across Delhi.,Karol Bagh,2023-02-17,Neutral
1728,NGOs held an awareness campaign in Connaught Place.,Nehru Place,2023-04-01,Neutral
1729,Police response to complaints in Rohini remains slow.,Rohini,2023-05-04,Negative
1730,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-03-31,Neutral
1731,Recent survey shows rising fear among women in Delhi.,Vasant Kunj,2023-03-10,Negative
1732,Women feel unsafe walking alone at night in Rajouri Garden.,Mayur Vihar,2023-11-02,Negative
1733,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-06-17,Positive
1734,Traffic congestion continues to be an issue across Delhi.,Dwarka,2023-05-26,Neutral
1735,Police response to complaints in Rohini remains slow.,Rajouri Garden,2023-03-19,Negative
1736,Public transport usage among women has remained stable this year.,Kalkaji,2023-10-21,Neutral
1737,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-10-11,Neutral
1738,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-06-22,Neutral
1739,NGOs held an awareness campaign in Connaught Place.,Greater Kailash,2023-09-02,Neutral
1740,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-06-19,Neutral
1741,Delhi police launches new helpline for women safety.,Greater Kailash,2023-06-26,Positive
1742,New mobile app helps women report harassment instantly.,Lajpat Nagar,2023-05-24,Positive
1743,Lack of proper street lighting makes Chandni Chowk unsafe.,Pitampura,2023-01-19,Negative
1744,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-12-28,Positive
1745,More street lights installed in Dwarka to improve safety.,Rohini,2023-02-26,Positive
1746,Delhi police launches new helpline for women safety.,Kalkaji,2023-01-26,Positive
1747,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-07-06,Neutral
1748,Another case of harassment reported near Saket metro station.,Saket,2023-03-20,Negative
1749,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-10-25,Neutral
1750,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-08-20,Neutral
1751,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-11-27,Positive
1752,Delhi police launches new helpline for women safety.,Karol Bagh,2023-05-08,Positive
1753,New mobile app helps women report harassment instantly.,Rohini,2023-10-24,Positive
1754,Increased patrolling has reduced crime rates in Karol Bagh.,Vasant Kunj,2023-03-11,Positive
1755,Delhi police launches new helpline for women safety.,Rajouri Garden,2023-11-24,Positive
1756,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-11-02,Negative
1757,NGOs held an awareness campaign in Connaught Place.,Kalkaji,2023-05-11,Neutral
1758,Increased patrolling has reduced crime rates in Karol Bagh.,Karol Bagh,2023-02-04,Positive
1759,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-10-27,Neutral
1760,Self-defense workshops for women are gaining popularity in Hauz Khas.,Kalkaji,2023-02-01,Positive
1761,The metro is the preferred mode of transport for women in Delhi.,Greater Kailash,2023-06-08,Neutral
1762,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-07-18,Neutral
1763,The metro is the preferred mode of transport for women in Delhi.,Connaught Place,2023-11-03,Neutral
1764,Women feel unsafe walking alone at night in Rajouri Garden.,Rohini,2023-05-08,Negative
1765,NGOs held an awareness campaign in Connaught Place.,Saket,2023-12-16,Neutral
1766,More street lights installed in Dwarka to improve safety.,Kalkaji,2023-11-01,Positive
1767,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-10-28,Positive
1768,Traffic congestion continues to be an issue across Delhi.,Mayur Vihar,2023-05-03,Neutral
1769,Increased patrolling has reduced crime rates in Karol Bagh.,Dwarka,2023-12-23,Positive
1770,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-07-16,Positive
1771,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-07-11,Neutral
1772,Police response to complaints in Rohini remains slow.,Chandni Chowk,2023-03-02,Negative
1773,Self-defense workshops for women are gaining popularity in Hauz Khas.,Greater Kailash,2023-09-06,Positive
1774,Another case of harassment reported near Saket metro station.,Chandni Chowk,2023-08-23,Negative
1775,Another case of harassment reported near Saket metro station.,Rajouri Garden,2023-12-11,Negative
1776,Women feel unsafe walking alone at night in Rajouri Garden.,Saket,2023-07-29,Negative
1777,Women safety measures were discussed in the Delhi Assembly.,Rajouri Garden,2023-10-02,Neutral
1778,Lack of proper street lighting makes Chandni Chowk unsafe.,Vasant Kunj,2023-08-12,Negative
1779,Recent survey shows rising fear among women in Delhi.,Dwarka,2023-08-26,Negative
1780,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-09-27,Neutral
1781,Police response to complaints in Rohini remains slow.,Kalkaji,2023-01-12,Negative
1782,Traffic congestion continues to be an issue across Delhi.,Hauz Khas,2023-02-22,Neutral
1783,Traffic congestion continues to be an issue across Delhi.,Greater Kailash,2023-10-06,Neutral
1784,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-01-29,Positive
1785,Another case of harassment reported near Saket metro station.,Hauz Khas,2023-11-16,Negative
1786,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-10-23,Negative
1787,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-08-30,Neutral
1788,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-08-25,Neutral
1789,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-05-18,Neutral
1790,Traffic congestion continues to be an issue across Delhi.,Dwarka,2023-09-17,Neutral
1791,Delhi police launches new helpline for women safety.,Karol Bagh,2023-04-26,Positive
1792,Women feel unsafe walking alone at night in Rajouri Garden.,Nehru Place,2023-02-20,Negative
1793,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-07-12,Neutral
1794,Increased patrolling has reduced crime rates in Karol Bagh.,Lajpat Nagar,2023-11-23,Positive
1795,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-07-28,Neutral
1796,Police response to complaints in Rohini remains slow.,Lajpat Nagar,2023-07-07,Negative
1797,Recent survey shows rising fear among women in Delhi.,Pitampura,2023-02-23,Negative
1798,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-12-19,Neutral
1799,NGOs held an awareness campaign in Connaught Place.,Greater Kailash,2023-06-03,Neutral
1800,Another case of harassment reported near Saket metro station.,Chandni Chowk,2023-06-16,Negative
1801,The metro is the preferred mode of transport for women in Delhi.,Saket,2023-04-13,Neutral
1802,More street lights installed in Dwarka to improve safety.,Greater Kailash,2023-01-08,Positive
1803,Recent survey shows rising fear among women in Delhi.,Mayur Vihar,2023-05-05,Negative
1804,Increased patrolling has reduced crime rates in Karol Bagh.,Rohini,2023-03-19,Positive
1805,Traffic congestion continues to be an issue across Delhi.,Nehru Place,2023-09-17,Neutral
1806,NGOs held an awareness campaign in Connaught Place.,Hauz Khas,2023-10-25,Neutral
1807,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-06-23,Neutral
1808,The metro is the preferred mode of transport for women in Delhi.,Greater Kailash,2023-01-11,Neutral
1809,Public transport usage among women has remained stable this year.,Saket,2023-07-15,Neutral
1810,Another case of harassment reported near Saket metro station.,Karol Bagh,2023-07-01,Negative
1811,Women safety measures were discussed in the Delhi Assembly.,Karol Bagh,2023-03-08,Neutral
1812,The metro is the preferred mode of transport for women in Delhi.,Rajouri Garden,2023-06-24,Neutral
1813,Police response to complaints in Rohini remains slow.,Kalkaji,2023-10-12,Negative
1814,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-08-17,Neutral
1815,Lack of proper street lighting makes Chandni Chowk unsafe.,Kalkaji,2023-12-11,Negative
1816,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-04-29,Neutral
1817,More street lights installed in Dwarka to improve safety.,Rajouri Garden,2023-09-17,Positive
1818,Recent survey shows rising fear among women in Delhi.,Dwarka,2023-11-02,Negative
1819,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-03-08,Positive
1820,Public transport usage among women has remained stable this year.,Greater Kailash,2023-04-02,Neutral
1821,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-04-07,Neutral
1822,Traffic congestion continues to be an issue across Delhi.,Connaught Place,2023-11-02,Neutral
1823,NGOs held an awareness campaign in Connaught Place.,Saket,2023-05-12,Neutral
1824,More street lights installed in Dwarka to improve safety.,Pitampura,2023-06-15,Positive
1825,Another case of harassment reported near Saket metro station.,Greater Kailash,2023-12-27,Negative
1826,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-01-20,Neutral
1827,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-08-19,Neutral
1828,Lack of proper street lighting makes Chandni Chowk unsafe.,Hauz Khas,2023-08-27,Negative
1829,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-02-28,Neutral
1830,Another case of harassment reported near Saket metro station.,Connaught Place,2023-01-18,Negative
1831,Recent survey shows rising fear among women in Delhi.,Rajouri Garden,2023-01-13,Negative
1832,Women safety measures were discussed in the Delhi Assembly.,Saket,2023-05-28,Neutral
1833,Recent survey shows rising fear among women in Delhi.,Rohini,2023-05-08,Negative
1834,Recent survey shows rising fear among women in Delhi.,Lajpat Nagar,2023-03-04,Negative
1835,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-05-20,Neutral
1836,Public transport usage among women has remained stable this year.,Saket,2023-10-10,Neutral
1837,The metro is the preferred mode of transport for women in Delhi.,Rohini,2023-01-06,Neutral
1838,More street lights installed in Dwarka to improve safety.,Rajouri Garden,2023-12-22,Positive
1839,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-02-02,Neutral
