Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Fraud,28.781917,77.064895,2024-10-16,13:01,5,Street robbery,57,Kashmere Gate Police Station,Fog,Afternoon,No
Burglary,28.653543,77.173953,2020-04-09,16:25,3,Stolen bike,55,Connaught Place Police Station,Cloudy,Afternoon,No
Robbery,28.665701,77.166869,2024-12-26,00:55,4,Street robbery,53,Vasant Kunj Police Station,Rain,Night,Yes
Theft,28.416013,77.044636,2021-07-30,08:03,1,Domestic violence,27,Lajpat Nagar Police Station,Haze,Morning,No
Assault,28.548608,77.091312,2021-02-10,23:14,2,Public intoxication,56,Kashmere Gate Police Station,Rain,Night,No
Theft,28.497289,76.852041,2023-12-07,20:43,5,Stolen bike,25,Rohini North Police Station,Clear,Night,Yes
Harassment,28.53218,77.101087,2024-11-13,06:18,5,Public intoxication,29,Kashmere Gate Police Station,Cloudy,Morning,No
Vandalism,28.406105,77.239982,2024-03-15,07:21,5,Street robbery,27,Lajpat Nagar Police Station,Clear,Morning,Yes
Robbery,28.423393,77.118737,2023-05-05,14:38,1,Cyber fraud,60,Connaught Place Police Station,Clear,Afternoon,No
Assault,28.548747,77.159038,2021-11-22,04:53,2,Chain snatching,44,Vasant Kunj Police Station,Cloudy,Night,Yes
Robbery,28.497168,76.842002,2022-09-08,02:55,2,Street robbery,47,Vasant Kunj Police Station,Cloudy,Night,No
Theft,28.899495,76.888616,2020-08-28,03:06,1,Domestic violence,49,Lajpat Nagar Police Station,Haze,Night,Yes
Harassment,28.785685,76.890834,2022-06-14,11:29,3,Domestic violence,44,Lajpat Nagar Police Station,Rain,Morning,Yes
Fraud,28.60685,76.967051,2023-08-15,16:05,3,Cyber fraud,60,Vasant Kunj Police Station,Cloudy,Afternoon,No
Murder,28.491415,77.004499,2022-12-01,20:37,1,Chain snatching,57,Vasant Kunj Police Station,Clear,Night,Yes
Theft,28.690773,76.962935,2020-06-15,17:48,4,Shoplifting,36,Lajpat Nagar Police Station,Fog,Evening,No
Robbery,28.499923,76.901203,2021-01-11,01:18,5,Shoplifting,18,Lajpat Nagar Police Station,Cloudy,Night,Yes
Vandalism,28.815548,77.182665,2020-12-05,13:47,3,Shoplifting,50,Rohini North Police Station,Rain,Afternoon,Yes
Harassment,28.677572,77.227697,2020-11-13,04:38,3,Street robbery,31,Kashmere Gate Police Station,Clear,Night,No
Assault,28.449686,76.856824,2021-05-07,14:01,5,Chain snatching,31,Connaught Place Police Station,Clear,Afternoon,Yes
Murder,28.680869,77.056958,2020-03-21,06:01,4,Chain snatching,37,Lajpat Nagar Police Station,Haze,Morning,No
Fraud,28.412641,77.15242,2024-12-09,12:26,1,Stolen bike,26,Connaught Place Police Station,Rain,Afternoon,No
Robbery,28.495361,77.159468,2024-02-19,05:55,5,Cyber fraud,52,Kashmere Gate Police Station,Clear,Morning,Yes
Theft,28.78109,77.001689,2020-08-18,11:45,2,Shoplifting,60,Kashmere Gate Police Station,Cloudy,Morning,Yes
Theft,28.766872,76.809011,2021-07-27,02:44,2,Cyber fraud,46,Lajpat Nagar Police Station,Haze,Night,Yes
Robbery,28.6691,76.909863,2024-09-16,06:03,5,Car theft,36,Connaught Place Police Station,Rain,Morning,Yes
Murder,28.7636,77.04643,2022-01-07,23:54,1,Public intoxication,49,Kashmere Gate Police Station,Rain,Night,No
Theft,28.778543,76.894513,2023-12-29,17:05,3,Chain snatching,40,Rohini North Police Station,Cloudy,Evening,Yes
Vandalism,28.670078,77.264177,2024-06-26,08:04,5,Cyber fraud,56,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Vandalism,28.861516,76.932195,2021-12-19,22:43,4,Street robbery,46,Kashmere Gate Police Station,Rain,Night,Yes
Vandalism,28.757153,77.242842,2024-06-27,02:47,3,Chain snatching,26,Vasant Kunj Police Station,Haze,Night,Yes
Harassment,28.680551,77.284528,2024-09-19,23:07,3,Public intoxication,40,Rohini North Police Station,Haze,Night,No
Fraud,28.739707,76.909836,2022-10-22,06:10,5,Domestic violence,32,Rohini North Police Station,Cloudy,Morning,No
Assault,28.620331,77.26479,2022-07-31,04:35,2,Car theft,48,Dwarka Sector 10 Police Station,Rain,Night,Yes
Theft,28.850064,76.922148,2024-03-16,15:04,2,Cyber fraud,51,Dwarka Sector 10 Police Station,Rain,Afternoon,No
Assault,28.784425,77.187769,2023-12-27,19:12,1,Street robbery,56,Connaught Place Police Station,Rain,Evening,No
Harassment,28.47073,77.130635,2022-11-10,10:19,1,Street robbery,52,Lajpat Nagar Police Station,Clear,Morning,No
Vandalism,28.459428,77.117112,2022-12-08,05:44,5,Public intoxication,24,Vasant Kunj Police Station,Clear,Morning,Yes
Assault,28.767403,77.238019,2021-01-03,13:59,2,Street robbery,50,Vasant Kunj Police Station,Clear,Afternoon,No
Murder,28.710596,76.969162,2021-03-01,11:24,5,Car theft,52,Rohini North Police Station,Clear,Morning,No
Theft,28.838319,77.167183,2021-12-03,18:17,5,Car theft,43,Kashmere Gate Police Station,Cloudy,Evening,Yes
Robbery,28.444576,76.890829,2023-09-16,05:57,1,Shoplifting,60,Rohini North Police Station,Fog,Morning,No
Harassment,28.462858,77.286331,2021-04-29,13:10,4,Public intoxication,26,Kashmere Gate Police Station,Cloudy,Afternoon,No
Fraud,28.546486,77.188767,2024-09-27,22:00,1,Shoplifting,45,Kashmere Gate Police Station,Clear,Night,No
Theft,28.744278,77.095689,2021-10-14,10:43,2,Cyber fraud,47,Rohini North Police Station,Fog,Morning,Yes
Vandalism,28.416872,76.959675,2020-11-23,03:55,5,Domestic violence,42,Lajpat Nagar Police Station,Haze,Night,No
Theft,28.426309,77.294035,2024-03-12,01:23,5,Domestic violence,50,Dwarka Sector 10 Police Station,Haze,Night,Yes
Assault,28.582943,76.839552,2021-04-13,11:18,4,Shoplifting,41,Dwarka Sector 10 Police Station,Fog,Morning,No
Assault,28.778939,77.01377,2022-09-27,17:53,4,Public intoxication,31,Kashmere Gate Police Station,Haze,Evening,Yes
Harassment,28.720384,77.142274,2020-08-10,21:15,4,Stolen bike,44,Lajpat Nagar Police Station,Cloudy,Night,Yes
Burglary,28.532512,77.003886,2023-04-24,12:04,2,Car theft,59,Kashmere Gate Police Station,Rain,Afternoon,No
Murder,28.66708,77.189501,2023-02-28,11:16,3,Domestic violence,34,Dwarka Sector 10 Police Station,Fog,Morning,No
Assault,28.544723,77.087159,2023-10-12,22:27,4,Cyber fraud,59,Rohini North Police Station,Rain,Night,Yes
Robbery,28.593506,77.165643,2021-06-05,03:01,4,Cyber fraud,41,Rohini North Police Station,Clear,Night,Yes
Murder,28.760749,77.212735,2021-02-18,23:52,5,Street robbery,31,Dwarka Sector 10 Police Station,Clear,Night,Yes
Harassment,28.729164,76.809462,2021-07-20,06:05,5,Street robbery,22,Kashmere Gate Police Station,Rain,Morning,Yes
Robbery,28.474553,77.237873,2021-04-23,04:10,4,Public intoxication,25,Rohini North Police Station,Haze,Night,No
Burglary,28.421796,77.087856,2024-04-05,07:32,5,Stolen bike,46,Kashmere Gate Police Station,Fog,Morning,Yes
Fraud,28.863447,77.05635,2022-04-17,13:24,3,Chain snatching,42,Kashmere Gate Police Station,Clear,Afternoon,No
Burglary,28.828878,77.113005,2023-03-12,04:05,1,Cyber fraud,48,Lajpat Nagar Police Station,Rain,Night,Yes
Burglary,28.846653,76.867908,2021-05-25,06:16,3,Stolen bike,34,Vasant Kunj Police Station,Fog,Morning,No
Murder,28.663134,77.169745,2022-10-17,23:57,5,Chain snatching,49,Connaught Place Police Station,Fog,Night,No
Assault,28.526335,76.951713,2020-05-31,08:55,3,Public intoxication,55,Dwarka Sector 10 Police Station,Fog,Morning,No
Robbery,28.688597,77.29196,2022-09-19,10:08,1,Stolen bike,46,Vasant Kunj Police Station,Haze,Morning,Yes
Fraud,28.615587,77.116182,2022-02-28,20:53,3,Street robbery,19,Lajpat Nagar Police Station,Haze,Night,No
Theft,28.592905,77.034519,2021-08-04,01:03,1,Car theft,44,Lajpat Nagar Police Station,Rain,Night,Yes
Burglary,28.561922,76.876273,2021-11-26,13:29,2,Chain snatching,50,Lajpat Nagar Police Station,Rain,Afternoon,No
Burglary,28.680649,77.251273,2020-12-14,15:56,2,Chain snatching,32,Dwarka Sector 10 Police Station,Cloudy,Afternoon,Yes
Theft,28.403031,76.817404,2020-05-04,22:38,5,Public intoxication,39,Lajpat Nagar Police Station,Rain,Night,Yes
Burglary,28.667382,77.168329,2020-08-23,12:03,1,Shoplifting,20,Rohini North Police Station,Rain,Afternoon,Yes
Fraud,28.662258,77.226908,2021-01-09,01:49,4,Street robbery,35,Kashmere Gate Police Station,Rain,Night,Yes
Theft,28.49755,77.102732,2023-08-26,18:07,3,Chain snatching,45,Lajpat Nagar Police Station,Fog,Evening,No
Harassment,28.66286,76.864618,2021-10-04,13:31,2,Stolen bike,31,Dwarka Sector 10 Police Station,Fog,Afternoon,No
Theft,28.79538,77.269706,2020-05-03,19:06,5,Chain snatching,44,Kashmere Gate Police Station,Haze,Evening,Yes
Vandalism,28.697972,77.209752,2024-02-27,09:00,2,Cyber fraud,43,Connaught Place Police Station,Rain,Morning,No
Vandalism,28.714566,77.170822,2022-12-30,18:13,2,Chain snatching,58,Vasant Kunj Police Station,Fog,Evening,Yes
Burglary,28.577867,76.868694,2024-12-11,19:46,4,Car theft,47,Rohini North Police Station,Haze,Evening,No
Vandalism,28.619845,76.951938,2024-02-14,08:11,2,Car theft,26,Rohini North Police Station,Clear,Morning,Yes
Burglary,28.705358,77.00739,2024-08-25,23:11,2,Chain snatching,41,Kashmere Gate Police Station,Rain,Night,Yes
Theft,28.687408,77.27996,2021-11-02,16:48,1,Chain snatching,34,Vasant Kunj Police Station,Cloudy,Afternoon,Yes
Burglary,28.622822,77.094273,2024-07-30,20:30,5,Domestic violence,25,Kashmere Gate Police Station,Cloudy,Night,Yes
Burglary,28.854914,77.074025,2023-01-21,10:47,2,Cyber fraud,50,Vasant Kunj Police Station,Fog,Morning,Yes
Theft,28.444216,77.180768,2020-04-01,09:55,1,Shoplifting,22,Connaught Place Police Station,Fog,Morning,Yes
Burglary,28.502774,77.174708,2022-06-25,01:34,2,Street robbery,50,Vasant Kunj Police Station,Clear,Night,No
Robbery,28.473585,76.883162,2021-09-12,06:25,2,Street robbery,27,Rohini North Police Station,Fog,Morning,No
Vandalism,28.787466,76.819309,2024-08-31,18:59,1,Street robbery,41,Dwarka Sector 10 Police Station,Rain,Evening,No
Burglary,28.675754,76.803657,2024-11-28,21:01,1,Domestic violence,18,Kashmere Gate Police Station,Rain,Night,No
Burglary,28.607909,77.113748,2022-12-09,23:00,4,Chain snatching,33,Dwarka Sector 10 Police Station,Clear,Night,Yes
Robbery,28.67041,77.017704,2020-05-05,16:41,1,Chain snatching,47,Lajpat Nagar Police Station,Fog,Afternoon,No
Theft,28.863743,76.905204,2021-04-23,03:10,3,Car theft,28,Rohini North Police Station,Clear,Night,Yes
Assault,28.868457,76.958684,2020-05-05,10:17,1,Chain snatching,43,Connaught Place Police Station,Rain,Morning,No
Harassment,28.619559,76.945507,2023-05-11,19:43,5,Car theft,23,Lajpat Nagar Police Station,Clear,Evening,No
Assault,28.552395,77.001426,2020-08-21,05:03,4,Stolen bike,34,Lajpat Nagar Police Station,Rain,Morning,Yes
Vandalism,28.7712,77.034639,2020-06-16,20:52,5,Cyber fraud,56,Connaught Place Police Station,Clear,Night,No
Robbery,28.732536,77.039484,2021-04-29,12:09,1,Car theft,35,Rohini North Police Station,Rain,Afternoon,No
Fraud,28.778929,77.156895,2024-01-20,15:15,2,Stolen bike,24,Kashmere Gate Police Station,Cloudy,Afternoon,No
Robbery,28.777923,77.119696,2020-01-09,20:26,4,Car theft,19,Dwarka Sector 10 Police Station,Fog,Night,No
Assault,28.832914,76.94721,2024-04-20,13:04,2,Domestic violence,33,Dwarka Sector 10 Police Station,Rain,Afternoon,No
Murder,28.533351,77.175245,2024-10-10,00:39,2,Domestic violence,40,Kashmere Gate Police Station,Clear,Night,No
Theft,28.6443,77.28205,2020-07-14,03:24,1,Public intoxication,19,Rohini North Police Station,Clear,Night,Yes
Robbery,28.512794,77.055819,2022-04-04,09:23,3,Chain snatching,51,Kashmere Gate Police Station,Cloudy,Morning,Yes
Harassment,28.766013,76.837616,2021-01-19,22:20,3,Car theft,56,Lajpat Nagar Police Station,Cloudy,Night,Yes
Assault,28.526289,77.041949,2021-01-12,18:11,1,Cyber fraud,22,Dwarka Sector 10 Police Station,Cloudy,Evening,No
Assault,28.721184,76.949925,2020-04-20,04:26,3,Street robbery,51,Dwarka Sector 10 Police Station,Rain,Night,Yes
Fraud,28.732934,77.293399,2022-07-26,01:17,4,Domestic violence,23,Connaught Place Police Station,Cloudy,Night,Yes
Murder,28.433672,76.826803,2020-05-08,04:49,3,Car theft,29,Vasant Kunj Police Station,Clear,Night,No
Fraud,28.627394,77.210987,2021-01-13,10:41,2,Cyber fraud,27,Connaught Place Police Station,Rain,Morning,Yes
Harassment,28.592027,76.881796,2022-05-22,23:38,3,Shoplifting,56,Lajpat Nagar Police Station,Fog,Night,Yes
Robbery,28.417381,76.89369,2023-02-08,18:21,5,Street robbery,59,Rohini North Police Station,Clear,Evening,Yes
Vandalism,28.513022,76.956593,2020-03-11,05:00,2,Car theft,59,Rohini North Police Station,Haze,Morning,No
Fraud,28.811494,77.240875,2023-08-31,20:20,4,Public intoxication,37,Kashmere Gate Police Station,Fog,Night,No
Theft,28.79205,77.041597,2021-08-13,22:28,2,Shoplifting,27,Connaught Place Police Station,Rain,Night,Yes
Assault,28.556905,76.95809,2021-07-11,12:47,3,Car theft,48,Dwarka Sector 10 Police Station,Fog,Afternoon,Yes
Assault,28.422248,76.989354,2023-11-09,03:16,2,Stolen bike,44,Rohini North Police Station,Fog,Night,No
Fraud,28.76346,77.276464,2022-07-01,19:04,4,Chain snatching,31,Rohini North Police Station,Clear,Evening,Yes
Robbery,28.779199,76.86639,2024-03-21,08:12,5,Public intoxication,52,Lajpat Nagar Police Station,Haze,Morning,Yes
Assault,28.748517,76.976801,2023-02-14,13:17,1,Shoplifting,35,Vasant Kunj Police Station,Rain,Afternoon,Yes
Harassment,28.575059,77.035992,2023-07-19,10:06,4,Public intoxication,44,Rohini North Police Station,Rain,Morning,No
Murder,28.657785,77.078225,2020-11-05,02:41,5,Cyber fraud,40,Dwarka Sector 10 Police Station,Fog,Night,No
Theft,28.873076,76.924833,2022-10-10,21:48,1,Cyber fraud,54,Kashmere Gate Police Station,Fog,Night,Yes
Vandalism,28.810263,76.896654,2022-12-16,07:53,5,Stolen bike,25,Kashmere Gate Police Station,Clear,Morning,No
Murder,28.542274,77.292486,2021-10-08,21:15,5,Street robbery,47,Dwarka Sector 10 Police Station,Haze,Night,No
Assault,28.430362,77.141733,2024-03-02,05:20,4,Shoplifting,47,Dwarka Sector 10 Police Station,Fog,Morning,No
Burglary,28.687529,77.154147,2021-01-18,17:06,1,Public intoxication,57,Rohini North Police Station,Fog,Evening,Yes
Vandalism,28.859592,77.195056,2023-11-13,01:28,5,Shoplifting,36,Vasant Kunj Police Station,Haze,Night,Yes
Robbery,28.405483,77.18102,2021-03-12,03:28,3,Stolen bike,51,Lajpat Nagar Police Station,Fog,Night,No
Theft,28.593001,77.15166,2021-09-02,15:43,2,Car theft,49,Lajpat Nagar Police Station,Rain,Afternoon,Yes
Robbery,28.629186,76.863351,2020-09-23,18:59,4,Shoplifting,53,Connaught Place Police Station,Clear,Evening,Yes
Fraud,28.800068,77.160103,2023-11-11,19:49,4,Stolen bike,38,Connaught Place Police Station,Cloudy,Evening,Yes
Vandalism,28.669871,77.277095,2024-03-22,11:21,1,Stolen bike,44,Lajpat Nagar Police Station,Rain,Morning,No
Theft,28.834505,76.845069,2022-04-18,18:19,4,Shoplifting,33,Vasant Kunj Police Station,Clear,Evening,Yes
Robbery,28.87405,76.941399,2024-08-02,00:55,3,Car theft,39,Lajpat Nagar Police Station,Fog,Night,No
Vandalism,28.438661,77.028008,2024-08-02,04:06,5,Public intoxication,52,Dwarka Sector 10 Police Station,Clear,Night,Yes
Vandalism,28.593245,77.212797,2022-08-30,11:19,4,Domestic violence,34,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Assault,28.74287,77.072892,2024-07-17,06:34,5,Public intoxication,36,Rohini North Police Station,Haze,Morning,No
Robbery,28.801424,77.007033,2022-10-22,20:57,3,Street robbery,40,Connaught Place Police Station,Clear,Night,Yes
Robbery,28.482229,76.999108,2022-12-08,02:35,4,Domestic violence,28,Vasant Kunj Police Station,Cloudy,Night,No
Vandalism,28.535861,76.808437,2022-04-15,03:59,1,Car theft,50,Connaught Place Police Station,Clear,Night,No
Fraud,28.843724,76.899685,2022-08-02,13:18,5,Stolen bike,36,Rohini North Police Station,Cloudy,Afternoon,Yes
Robbery,28.835202,77.066991,2021-01-29,14:58,2,Domestic violence,59,Vasant Kunj Police Station,Cloudy,Afternoon,No
Theft,28.410755,77.190575,2024-03-30,21:52,4,Cyber fraud,33,Dwarka Sector 10 Police Station,Cloudy,Night,No
Theft,28.531416,77.153862,2021-12-24,09:29,3,Stolen bike,60,Connaught Place Police Station,Haze,Morning,No
Vandalism,28.590227,76.873803,2024-09-18,15:38,2,Domestic violence,35,Kashmere Gate Police Station,Fog,Afternoon,Yes
Vandalism,28.527934,76.871507,2020-06-16,21:48,1,Cyber fraud,48,Rohini North Police Station,Haze,Night,No
Vandalism,28.50682,77.051479,2022-01-15,12:05,4,Cyber fraud,23,Vasant Kunj Police Station,Rain,Afternoon,No
Theft,28.667084,76.817854,2024-01-14,10:16,1,Chain snatching,28,Vasant Kunj Police Station,Haze,Morning,No
Theft,28.516217,76.869824,2021-03-05,17:42,1,Chain snatching,56,Kashmere Gate Police Station,Rain,Evening,No
Robbery,28.787902,76.976726,2023-03-18,22:50,3,Cyber fraud,18,Lajpat Nagar Police Station,Clear,Night,Yes
Harassment,28.754382,76.818367,2022-04-07,05:48,1,Cyber fraud,60,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Vandalism,28.53311,76.956178,2023-07-22,11:42,3,Public intoxication,60,Connaught Place Police Station,Clear,Morning,No
Robbery,28.735639,77.163683,2022-08-18,09:28,3,Shoplifting,23,Dwarka Sector 10 Police Station,Haze,Morning,No
Robbery,28.454602,76.848271,2022-01-27,05:00,3,Chain snatching,51,Vasant Kunj Police Station,Fog,Morning,No
Murder,28.464723,77.28124,2024-04-17,23:04,3,Street robbery,47,Rohini North Police Station,Fog,Night,Yes
Burglary,28.701058,76.961892,2021-08-26,10:17,2,Domestic violence,40,Kashmere Gate Police Station,Haze,Morning,No
Assault,28.85129,76.826669,2024-06-17,04:57,1,Car theft,40,Rohini North Police Station,Rain,Night,Yes
Theft,28.532976,76.907898,2024-09-07,03:18,3,Shoplifting,22,Rohini North Police Station,Cloudy,Night,No
Murder,28.449381,77.232886,2022-04-17,16:22,1,Domestic violence,44,Rohini North Police Station,Fog,Afternoon,Yes
Murder,28.870332,77.114169,2021-12-27,16:45,1,Stolen bike,54,Kashmere Gate Police Station,Clear,Afternoon,Yes
Assault,28.578012,76.835855,2020-02-15,12:35,4,Street robbery,30,Rohini North Police Station,Fog,Afternoon,Yes
Theft,28.643384,77.078312,2023-01-07,05:41,2,Domestic violence,38,Kashmere Gate Police Station,Rain,Morning,No
Harassment,28.765257,77.253875,2021-12-30,13:56,5,Cyber fraud,39,Kashmere Gate Police Station,Rain,Afternoon,No
Robbery,28.599017,77.197078,2021-10-14,18:31,2,Street robbery,25,Lajpat Nagar Police Station,Rain,Evening,Yes
Theft,28.739603,77.084886,2024-06-14,01:07,4,Street robbery,24,Connaught Place Police Station,Clear,Night,Yes
Harassment,28.797645,77.159594,2023-11-03,03:50,2,Cyber fraud,52,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.514232,77.064345,2022-08-19,03:49,2,Chain snatching,29,Lajpat Nagar Police Station,Clear,Night,Yes
Fraud,28.636477,77.055763,2022-06-17,16:43,3,Domestic violence,49,Kashmere Gate Police Station,Haze,Afternoon,Yes
Robbery,28.546723,77.216155,2021-07-08,07:05,5,Stolen bike,40,Vasant Kunj Police Station,Clear,Morning,No
Robbery,28.748918,76.993049,2023-09-13,16:45,3,Street robbery,50,Lajpat Nagar Police Station,Clear,Afternoon,Yes
Fraud,28.743252,76.952104,2024-11-03,06:51,4,Street robbery,39,Connaught Place Police Station,Cloudy,Morning,No
Vandalism,28.543934,77.055636,2023-04-05,17:39,4,Public intoxication,33,Connaught Place Police Station,Clear,Evening,No
Murder,28.565941,76.92611,2023-02-04,15:30,5,Street robbery,30,Connaught Place Police Station,Rain,Afternoon,No
Robbery,28.675135,77.290212,2022-06-16,22:51,5,Street robbery,30,Kashmere Gate Police Station,Fog,Night,Yes
Theft,28.652155,76.916343,2022-07-08,02:25,4,Street robbery,42,Kashmere Gate Police Station,Haze,Night,No
Burglary,28.482687,77.226604,2022-04-21,21:24,1,Stolen bike,26,Dwarka Sector 10 Police Station,Clear,Night,No
Vandalism,28.556454,77.059579,2020-09-01,17:39,4,Public intoxication,39,Kashmere Gate Police Station,Rain,Evening,Yes
Theft,28.438046,76.9136,2023-07-11,23:17,1,Cyber fraud,50,Rohini North Police Station,Clear,Night,Yes
Robbery,28.652113,77.245189,2025-01-01,04:17,5,Car theft,55,Vasant Kunj Police Station,Haze,Night,Yes
Assault,28.546867,77.114386,2024-04-24,18:43,2,Public intoxication,35,Kashmere Gate Police Station,Cloudy,Evening,No
Vandalism,28.411722,77.264395,2024-12-17,16:20,3,Shoplifting,36,Connaught Place Police Station,Clear,Afternoon,No
Vandalism,28.510338,77.225579,2021-10-22,18:11,1,Chain snatching,48,Dwarka Sector 10 Police Station,Rain,Evening,Yes
Robbery,28.551076,77.025193,2024-05-17,23:18,4,Public intoxication,43,Lajpat Nagar Police Station,Haze,Night,No
Robbery,28.865037,76.892617,2021-01-01,18:26,2,Street robbery,26,Connaught Place Police Station,Rain,Evening,No
Fraud,28.767369,77.069652,2021-04-23,08:00,5,Cyber fraud,32,Lajpat Nagar Police Station,Haze,Morning,Yes
Assault,28.620154,76.945279,2022-12-27,12:22,4,Street robbery,21,Kashmere Gate Police Station,Cloudy,Afternoon,No
Murder,28.527868,76.805219,2020-05-01,20:29,2,Public intoxication,24,Lajpat Nagar Police Station,Fog,Night,No
Harassment,28.530043,77.246222,2024-10-06,01:01,1,Stolen bike,44,Dwarka Sector 10 Police Station,Clear,Night,No
Burglary,28.738055,77.215698,2022-11-02,00:36,3,Public intoxication,56,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Burglary,28.81507,76.9907,2020-06-21,06:38,2,Cyber fraud,54,Dwarka Sector 10 Police Station,Haze,Morning,No
Fraud,28.48752,77.111114,2020-03-12,20:35,3,Stolen bike,52,Connaught Place Police Station,Rain,Night,Yes
Vandalism,28.637511,76.846035,2022-08-12,09:10,5,Domestic violence,44,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Burglary,28.732136,76.805064,2023-06-01,18:00,2,Stolen bike,33,Vasant Kunj Police Station,Haze,Evening,Yes
Harassment,28.723962,76.968057,2022-08-26,04:02,1,Stolen bike,42,Connaught Place Police Station,Cloudy,Night,Yes
Vandalism,28.816384,77.131752,2020-02-17,18:12,3,Chain snatching,51,Vasant Kunj Police Station,Clear,Evening,No
Theft,28.455122,76.89242,2021-11-15,04:46,2,Cyber fraud,18,Dwarka Sector 10 Police Station,Rain,Night,No
Murder,28.780535,76.950696,2021-09-02,16:35,3,Street robbery,46,Rohini North Police Station,Clear,Afternoon,Yes
Robbery,28.74051,77.066733,2020-11-16,11:24,3,Shoplifting,40,Dwarka Sector 10 Police Station,Rain,Morning,No
Burglary,28.440754,77.1384,2022-02-03,06:31,4,Car theft,37,Connaught Place Police Station,Cloudy,Morning,No
Harassment,28.712645,76.924995,2020-08-05,12:06,3,Shoplifting,33,Rohini North Police Station,Clear,Afternoon,Yes
Robbery,28.858692,77.19635,2022-12-09,23:00,5,Stolen bike,24,Rohini North Police Station,Clear,Night,No
Fraud,28.799095,77.001967,2022-02-10,02:24,4,Shoplifting,47,Dwarka Sector 10 Police Station,Rain,Night,Yes
Robbery,28.89304,77.099563,2022-12-29,10:06,1,Shoplifting,48,Lajpat Nagar Police Station,Cloudy,Morning,No
Vandalism,28.549901,77.214506,2023-09-26,17:52,3,Domestic violence,55,Dwarka Sector 10 Police Station,Haze,Evening,No
Robbery,28.873707,77.225586,2023-09-26,04:48,3,Stolen bike,32,Kashmere Gate Police Station,Clear,Night,No
Theft,28.72043,77.048814,2024-05-16,05:38,5,Domestic violence,52,Kashmere Gate Police Station,Cloudy,Morning,Yes
Vandalism,28.6669,77.27278,2021-08-20,07:01,3,Domestic violence,57,Connaught Place Police Station,Haze,Morning,Yes
Assault,28.671089,77.070959,2022-01-16,10:00,3,Chain snatching,54,Rohini North Police Station,Cloudy,Morning,Yes
Theft,28.552634,77.145954,2024-05-08,02:17,5,Domestic violence,59,Connaught Place Police Station,Clear,Night,Yes
Harassment,28.76521,76.842234,2023-01-31,14:08,1,Stolen bike,47,Dwarka Sector 10 Police Station,Rain,Afternoon,No
Theft,28.579435,77.040464,2024-09-08,03:20,2,Shoplifting,49,Rohini North Police Station,Fog,Night,No
Assault,28.670924,77.175112,2024-09-18,04:46,2,Stolen bike,22,Rohini North Police Station,Haze,Night,Yes
Harassment,28.586754,76.96145,2022-11-20,15:53,3,Car theft,36,Dwarka Sector 10 Police Station,Cloudy,Afternoon,No
Assault,28.892135,77.026392,2023-09-26,03:06,5,Cyber fraud,46,Connaught Place Police Station,Fog,Night,Yes
Burglary,28.714321,77.147017,2021-12-20,08:46,5,Car theft,44,Lajpat Nagar Police Station,Haze,Morning,No
Murder,28.423561,77.258771,2021-01-01,10:15,1,Stolen bike,59,Kashmere Gate Police Station,Clear,Morning,No
Theft,28.851875,77.291251,2021-08-29,09:27,2,Stolen bike,22,Connaught Place Police Station,Rain,Morning,No
Assault,28.659289,77.081914,2024-05-02,03:37,2,Chain snatching,42,Rohini North Police Station,Cloudy,Night,Yes
Fraud,28.873583,77.181524,2022-05-24,13:41,3,Shoplifting,23,Kashmere Gate Police Station,Fog,Afternoon,No
Vandalism,28.637139,77.104236,2023-08-21,18:24,3,Chain snatching,25,Rohini North Police Station,Clear,Evening,Yes
Murder,28.600613,77.26752,2020-10-13,06:11,1,Chain snatching,55,Connaught Place Police Station,Cloudy,Morning,No
Vandalism,28.42559,77.20432,2022-12-27,01:59,3,Street robbery,34,Connaught Place Police Station,Fog,Night,No
Robbery,28.734003,77.084682,2022-06-19,02:49,2,Shoplifting,57,Rohini North Police Station,Fog,Night,No
Vandalism,28.762295,76.90139,2024-10-30,04:33,5,Car theft,36,Lajpat Nagar Police Station,Rain,Night,No
Murder,28.734976,76.97946,2023-09-25,04:43,5,Street robbery,22,Vasant Kunj Police Station,Rain,Night,No
Burglary,28.885351,76.927569,2023-03-09,03:29,5,Chain snatching,47,Connaught Place Police Station,Cloudy,Night,Yes
Vandalism,28.892823,77.123998,2023-04-11,00:35,3,Domestic violence,36,Lajpat Nagar Police Station,Clear,Night,No
Assault,28.753001,77.122028,2022-08-08,03:56,5,Stolen bike,54,Connaught Place Police Station,Fog,Night,Yes
Fraud,28.792687,76.829478,2024-11-16,14:45,4,Stolen bike,38,Dwarka Sector 10 Police Station,Clear,Afternoon,Yes
Fraud,28.537751,77.245057,2022-12-01,06:26,1,Shoplifting,37,Lajpat Nagar Police Station,Cloudy,Morning,No
Murder,28.541128,77.097359,2024-04-24,05:24,5,Street robbery,57,Dwarka Sector 10 Police Station,Rain,Morning,No
